@relation 'cleaned_summer_products-weka.filters.unsupervised.attribute.Remove-V-R3,25,6,9,7-8,10-11,22,5,16,23,17,14,24,4,2,13,12,20-21,19,15,18,1,26'

@attribute price numeric
@attribute retail_price numeric
@attribute units_sold numeric
@attribute uses_ad_boosts numeric
@attribute rating numeric
@attribute rating_count numeric
@attribute rating_five_count numeric
@attribute rating_four_count numeric
@attribute rating_three_count numeric
@attribute rating_two_count numeric
@attribute rating_one_count numeric
@attribute badges_count numeric
@attribute badge_local_product numeric
@attribute badge_product_quality numeric
@attribute badge_fast_shipping numeric
@attribute product_color {white,green,leopardprint,black,yellow,navyblue,blue,beige,grey,lightblue,orange,red,Black,armygreen,pink,khaki,'red & blue','blue & pink',RED,'white & green',winered,'black & green',purple,whitefloral,floral,fluorescentgreen,'orange & camouflage',lightyellow,coolblack,multicolor,camouflage,lightpink,'pink & black',silver,'Army green',lightgreen,mintgreen,'pink & grey',gray,coffee,rose,'light green',leopard,'black & white',orange-red,dustypink,White,star,'white & black',apricot,skyblue,burgundy,claret,'pink & white',rosered,tan,'navy blue','wine red',lightred,Pink,coralred,brown,lakeblue,darkblue,camel,'pink & blue',nude,Blue,lightpurple,army,'black & stripe','Rose red',greysnakeskinprint,denimblue,applegreen,offwhite,lightgray,navy,'gray & white','brown & yellow','winered & yellow','army green',whitestripe,rainbow,lightgrey,watermelonred,prussianblue,'navyblue & white','white & red',wine,ivory,'black & yellow',jasper,lightkhaki,offblack,violet,'black & blue',blackwhite,darkgreen,rosegold,gold}
@attribute product_variation_inventory numeric
@attribute shipping_option_price numeric
@attribute shipping_is_express numeric
@attribute countries_shipped_to numeric
@attribute inventory_total numeric
@attribute merchant_rating_count numeric
@attribute merchant_rating numeric
@attribute merchant_has_profile_picture numeric
@attribute revenue numeric
@attribute sales_level {Low,High,Medium}

@data
2,2,10000,1,3.99,980,520,180,120,67,93,0,0,0,0,green,1,1,0,23,50,12309,4.04517,1,20000,High
7,6,5000,0,4.38,996,654,178,94,32,38,1,0,1,0,grey,8,2,0,41,50,130598,3.946791,0,35000,High
5.66,6,100,0,3.08,13,3,3,3,0,4,0,0,0,0,black,50,2,0,35,50,2782,4.069015,0,566,Low
13,17,5000,0,4.11,792,450,150,88,35,69,0,0,0,0,pink,6,3,0,43,50,4571,3.910742,0,65000,High
8,7,5000,1,3.6,1254,500,241,207,126,180,0,0,0,0,yellow,27,3,0,28,50,88193,4.080891,1,40000,High
11,10,1000,1,3.78,299,120,73,55,22,29,0,0,0,0,grey,5,3,0,35,50,433,3.896074,0,11000,Medium
8,7,12350,0,4.05,8904,4640,1964,1121,493,686,0,0,0,0,black,50,2,0,31,50,19221,4.168097,0,98800,High
16,76,100,1,3.53,38,15,9,2,5,7,0,0,0,0,red,50,5,0,58,50,1088,4.272059,1,1600,Low
11,10,100,0,4.6,5,3,2,0,0,0,0,0,0,0,silver,12,3,0,42,50,38936,4.122997,1,1100,Low
8,7,12350,0,4.16,6860,3906,1326,869,343,416,1,0,1,0,black,50,2,0,32,50,43676,4.283611,0,98800,High
14,12,1000,1,4.04,481,267,86,60,18,50,0,0,0,0,lightblue,50,4,0,41,50,26473,3.894761,0,14000,Medium
7,6,100,0,3.6,25,10,4,5,3,3,0,0,0,0,black,50,2,0,127,50,483,4.15528,0,700,Low
12,11,12350,1,3.89,2294,1099,449,362,154,230,0,0,0,0,pink,25,3,0,50,50,59903,4.153665,1,148200,High
7,50,1000,0,3.49,49,16,11,10,5,7,0,0,0,0,'Army green',50,2,0,132,50,1290,4.011628,0,7000,Medium
2,56,100,1,3.07,28,11,3,1,3,10,0,0,0,0,lightblue,2,1,0,26,50,4435,3.696054,0,200,Low
6,16,100,1,3.11,27,6,6,5,5,5,0,0,0,0,white,25,2,0,18,50,9177,3.874033,0,600,Low
8,7,1000,1,4.07,267,148,44,40,15,20,0,0,0,0,lightgreen,50,3,0,38,50,2745,4.125683,0,8000,Medium
8,84,12350,0,3.96,8960,4468,1850,1277,583,782,0,0,0,0,black,50,3,0,125,50,48654,4.204916,0,98800,High
8,25,5000,0,4,32,19,5,1,3,4,0,0,0,0,lightblue,50,3,0,43,50,13127,4.123943,0,40000,High
11,22,1000,1,3.97,359,180,74,49,28,28,0,0,0,0,black,50,2,0,30,50,4508,4.330745,0,11000,Medium
3.66,4,5000,0,3.19,1080,327,170,211,128,244,0,0,0,0,green,2,1,0,45,50,10600,3.867547,0,18300,High
1.68,2,100,1,3.67,12,6,2,1,0,3,0,0,0,0,white,1,1,0,40,50,1047,3.956065,0,168,Low
13,11,100,0,2.5,2,0,1,0,0,1,0,0,0,0,white,36,3,0,29,50,31,3.774194,0,1300,Low
13,11,1000,1,3.82,11,5,3,1,0,2,0,0,0,0,yellow,30,3,0,43,50,80093,4.006692,0,13000,Medium
11,16,100,1,2.92,12,2,1,6,0,3,0,0,0,0,winered,50,2,0,16,50,18,3.666667,0,1100,Low
7,9,1000,0,3.75,219,101,36,38,15,29,0,0,0,0,black,2,2,0,44,50,30643,4.152727,1,7000,Medium
4.81,76,10000,0,4.16,3135,1695,721,416,140,163,0,0,0,0,purple,45,1,0,39,50,24564,3.92888,0,48100,High
9,8,5000,0,4.29,761,476,128,90,34,33,0,0,0,0,winered,50,3,0,55,50,5819,4.151916,0,45000,High
18,115,100,0,3.68,177,73,36,31,12,25,0,0,0,0,red,34,5,0,51,50,300,4.156667,0,1800,Low
7,6,5000,1,3.63,601,245,102,121,55,78,0,0,0,0,khaki,50,2,0,41,50,12033,4.024765,0,35000,High
5,8,1000,1,3.06,31,9,5,5,3,9,0,0,0,0,mintgreen,1,1,0,40,50,8484,3.995167,0,5000,Medium
1.68,2,1000,1,3.76,51,20,13,10,2,6,0,0,0,0,black,1,1,0,30,50,365,3.942466,0,1680,Medium
7,6,100,1,3.81,21,8,4,6,3,0,0,0,0,0,blue,3,2,0,49,50,44,3.772727,0,700,Low
6,7,50,0,2.67,3,1,0,0,1,1,0,0,0,0,pink,46,2,0,8,50,1374,4.058952,0,300,Low
13,19,1000,1,3.76,151,70,31,16,12,22,0,0,0,0,black,50,3,0,12,50,171,3.94152,0,13000,Medium
11,89,100,0,3.46,24,8,5,6,0,5,0,0,0,0,black,50,2,0,52,50,73595,4.385692,1,1100,Low
7,6,5000,0,3.29,1042,384,146,158,98,256,0,0,0,0,grey,4,2,0,46,50,3460,3.870809,0,35000,High
12,11,100,0,2,3,0,1,0,0,2,0,0,0,0,pink,50,3,0,38,50,5301,4.001132,0,1200,Low
6,17,100,0,4.14,93,50,18,15,8,2,0,0,0,0,black,37,2,0,74,50,629,4.166932,0,600,Low
6,17,5000,0,3.28,449,165,50,83,49,102,0,0,0,0,white,50,2,0,49,50,7851,4.216278,0,30000,High
8,7,100,1,3.89,9,5,2,0,0,2,0,0,0,0,green,25,3,0,28,50,88193,4.080891,1,800,Low
8,7,100,0,3.14,29,9,4,6,2,8,0,0,0,0,yellow,5,2,0,32,50,89,4.067416,0,800,Low
11,84,1000,0,3.98,792,398,163,112,54,65,0,0,0,0,'pink & grey',50,2,0,137,50,6460,4.141022,0,11000,Medium
6,22,5000,0,4.04,548,305,87,78,29,49,0,0,0,0,pink,21,2,0,55,50,7076,3.968061,0,30000,High
11,10,1000,1,3.76,168,77,32,26,7,26,0,0,0,0,black,50,3,0,42,50,1452,3.735537,0,11000,Medium
9,8,100,1,4.16,31,17,7,4,1,2,0,0,0,0,gray,20,3,0,35,50,2869,3.974556,0,900,Low
8,26,100,0,3.07,14,3,2,5,1,3,0,0,0,0,black,50,2,0,40,50,43,3.186047,0,800,Low
3.78,4,1000,1,3.35,79,30,13,11,5,20,0,0,0,0,red,1,1,0,38,50,105015,3.789601,0,3780,Medium
8,7,100,0,3.89,9,5,2,0,0,2,0,0,0,0,white,50,2,0,124,50,32724,4.101118,0,800,Low
6,145,100,1,3.83,52,23,13,5,6,5,0,0,0,0,green,49,2,0,49,50,2602,4.159493,0,600,Low
8,17,1000,0,3.96,288,133,75,39,18,23,0,0,0,0,white,50,3,0,32,50,892,3.901345,0,8000,Medium
9,36,12350,0,4.09,4345,2341,878,607,230,289,0,0,0,0,black,50,3,0,42,50,49327,4.168346,0,111150,High
5.65,5,5000,1,4.06,998,526,202,147,46,77,0,0,0,0,black,50,1,0,65,50,92654,4.251721,1,28250,High
3,3,100,0,3.4,15,5,3,2,3,2,0,0,0,0,beige,3,1,0,36,50,268,3.891791,0,300,Low
8,10,50,0,3.8,5,3,0,1,0,1,0,0,0,0,blue,5,2,0,23,50,129,3.790698,0,400,Low
5.74,59,1000,0,3.99,71,41,7,10,7,6,0,0,0,0,winered,3,1,0,43,50,3161,4.181588,0,5740,Medium
5,5,10,0,5,0,79,31.5,24,11,20,0,0,0,0,white,50,2,0,8,50,129,3.837209,0,50,Low
8,7,12350,1,3.61,5641,2245,1059,999,562,776,0,0,0,0,multicolor,50,2,0,38,50,70773,4.03832,0,98800,High
3.67,4,10000,1,4.31,2072,1314,374,208,73,103,0,0,0,0,black,50,1,0,138,50,11333,4.395747,1,36700,High
8,7,5000,1,3.69,894,396,161,128,78,131,0,0,0,0,yellow,17,3,0,33,50,3209,4.278591,0,40000,High
11,10,1000,0,3.64,357,155,65,51,25,61,0,0,0,0,blue,50,2,0,41,50,39381,4.066326,0,11000,Medium
8,7,50,0,4,6,2,2,2,0,0,0,0,0,0,lightblue,4,3,0,42,50,19281,4.159898,0,400,Low
18.785,169,1000,1,3.38,542,195,93,92,49,113,0,0,0,0,white,50,5,0,35,50,9341,4.147415,0,18785,Medium
8,7,10000,1,3.7,2441,1070,460,373,181,357,0,0,0,0,white,50,3,0,41,50,39381,4.066326,0,80000,High
18.785,26,1000,1,3.01,205,57,25,43,23,57,2,1,0,1,multicolor,10,6,0,47,40,5048,4.159667,0,18785,Medium
11,10,1000,0,3.67,215,94,32,40,23,26,0,0,0,0,pink,50,2,0,39,50,2377,4.063525,0,11000,Medium
6,6,1000,0,4.17,505,295,108,36,23,43,0,0,0,0,pink,9,2,0,37,50,2996,4.348798,0,6000,Medium
7,56,5000,1,4.16,1378,747,317,172,66,76,0,0,0,0,pink,15,2,0,41,50,25222,4.001546,0,35000,High
7,6,10000,1,3.84,1978,951,368,285,144,230,0,0,0,0,white,10,2,0,20,50,7069,4.055029,0,70000,High
8,11,100,0,2.81,21,5,2,4,4,6,0,0,0,0,winered,50,2,0,17,50,31,3.580645,0,800,Low
14,26,100,0,3.61,72,31,14,8,6,13,0,0,0,0,grey,2,3,0,39,50,7385,4.087339,0,1400,Low
6,6,100,1,3.67,27,9,8,5,2,3,0,0,0,0,coffee,5,2,0,38,50,4705,4.040595,0,600,Low
11,12,5000,0,3.45,1045,383,181,188,109,184,0,0,0,0,black,50,2,0,79,50,1490,3.946309,0,55000,High
6,21,5000,0,3.18,573,174,96,97,69,137,0,0,0,0,rose,13,2,0,34,50,9827,4.11387,1,30000,High
7,47,5000,0,4.02,556,308,90,69,39,50,0,0,0,0,multicolor,50,2,0,42,50,35262,3.939482,0,35000,High
6,76,10000,1,4.29,1741,1074,324,191,73,79,1,0,1,0,black,50,2,0,32,50,28159,4.183387,0,60000,High
7,16,10000,0,3.71,1792,802,331,255,146,258,0,0,0,0,red,50,2,0,45,50,1702,3.907168,0,70000,High
9,65,1000,1,3.7,162,70,32,26,10,24,0,0,0,0,red,50,3,0,36,50,3373,3.96472,0,9000,Medium
8,10,50,0,5,2,2,0,0,0,0,0,0,0,0,yellow,5,2,0,23,50,127,3.874016,0,400,Low
11,84,100,1,3.61,18,6,5,4,0,3,0,0,0,0,gray,5,2,0,27,50,435,3.855172,0,1100,Low
8,7,12350,1,3.76,11062,4663,2418,1868,842,1271,0,0,0,0,'light green',10,2,0,38,50,108048,4.052504,1,98800,High
18,17,10000,0,4.17,3229,1834,691,340,140,224,0,0,0,0,leopard,18,5,0,39,50,3309,4.250529,0,180000,High
11,30,10,0,5,0,79,31.5,24,11,20,0,0,0,0,black,50,3,0,78,50,22621,4.295124,0,110,Low
4.83,51,50,1,2,1,0,0,0,1,0,0,0,0,0,white,3,1,0,39,50,57,3.824561,0,241.5,Low
8,7,100,1,4.57,7,5,1,1,0,0,0,0,0,0,'black & white',2,3,0,37,50,610,3.814754,0,800,Low
5.85,13,1000,1,3.16,602,186,104,97,52,163,0,0,0,0,blue,9,2,0,38,50,25631,3.894737,0,5850,Medium
11,10,100,1,3.96,25,17,0,2,2,4,2,1,1,0,red,50,2,0,27,50,794,4.277078,0,1100,Low
9,34,100,1,4.44,18,13,3,0,1,1,0,0,0,0,black,50,3,0,39,50,1385,4.12491,0,900,Low
15,101,1000,0,3.91,646,334,106,94,41,71,1,1,0,0,yellow,22,4,0,40,50,29044,4.160274,1,15000,Medium
5,5,1000,0,4.06,197,109,37,25,6,20,0,0,0,0,white,50,2,0,39,50,2610,4.158238,0,5000,Medium
8,7,100,1,3.52,23,9,3,4,5,2,0,0,0,0,pink,17,3,0,41,50,139223,3.933581,0,800,Low
5.69,5,5000,0,4.26,798,469,174,88,30,37,1,0,1,0,black,50,1,0,51,50,2199,4.236471,0,28450,High
6,41,5000,1,4.1,939,496,209,124,49,61,0,0,0,0,white,47,2,0,41,50,9926,3.949224,0,30000,High
11,89,100,0,3.77,48,22,8,9,3,6,0,0,0,0,orange-red,4,2,0,37,50,104269,4.253287,0,1100,Low
1.72,56,100,1,4,6,3,1,1,1,0,0,0,0,0,red,5,1,0,27,36,1338,4.09716,0,172,Low
5.78,26,10000,0,3.84,1426,659,287,219,112,149,0,0,0,0,white,50,2,0,37,50,3549,3.982249,0,57800,High
11,10,5000,0,4.23,1109,658,217,131,33,70,0,0,0,0,black,50,2,0,48,50,5781,4.274866,0,55000,High
12,11,1000,0,3.67,646,261,140,109,43,93,0,0,0,0,white,50,3,0,24,50,870,3.891954,0,12000,Medium
8,42,1000,0,3.5,409,158,67,74,41,69,0,0,0,0,orange,50,3,0,41,50,8433,3.875963,0,8000,Medium
1.89,2,100,0,3.46,39,16,8,2,4,9,0,0,0,0,black,1,1,0,33,50,540,4.105556,0,189,Low
12,17,1000,0,4.21,103,60,20,13,5,5,0,0,0,0,white,50,3,0,43,50,20478,3.910343,1,12000,Medium
6,6,10000,1,3.6,569,243,90,88,59,89,0,0,0,0,pink,2,2,0,20,50,7314,3.938201,0,60000,High
4,4,5000,1,4.28,1754,1064,353,184,65,88,1,0,1,0,navyblue,4,1,0,18,50,15538,4.156198,0,20000,High
7,33,100,0,2.75,8,3,0,1,0,4,0,0,0,0,blue,29,2,0,43,50,41623,3.917449,1,700,Low
8,7,100,0,3.9,21,9,7,2,0,3,0,0,0,0,purple,50,3,0,21,50,6126,4.318315,1,800,Low
5,5,100,0,4.5,6,4,1,1,0,0,0,0,0,0,pink,50,2,0,45,50,10600,3.867547,0,500,Low
5.84,5,10000,0,3.45,1312,491,217,228,145,231,0,0,0,0,grey,43,1,0,48,50,32168,3.884544,0,58400,High
8,13,10000,0,3.99,2753,1428,522,385,171,247,0,0,0,0,grey,50,3,0,44,50,33148,3.975624,0,80000,High
18.785,21,5000,0,4.09,1561,897,289,149,74,152,0,0,0,0,blue,1,6,0,40,50,9116,4.092914,1,93925,High
11,10,100,1,3.54,13,5,3,1,2,2,0,0,0,0,black,50,2,0,42,50,885,4.155932,1,1100,Low
3.85,10,50,0,3.33,3,1,1,0,0,1,0,0,0,0,purple,7,1,0,25,50,7676,4.039474,0,192.5,Low
9,48,1000,1,4.01,135,69,25,23,10,8,0,0,0,0,purple,50,3,0,25,50,6632,3.748794,0,9000,Medium
8,9,7,0,5,0,79,31.5,24,11,20,0,0,0,0,orange,5,3,0,38,50,108048,4.052504,1,56,Low
11,10,1000,0,4,221,103,59,33,7,19,0,0,0,0,white,6,3,0,36,50,73119,4.004267,1,11000,Medium
6,13,12350,1,3.85,1124,572,183,153,62,154,0,0,0,0,red,50,2,0,40,50,15076,4.084969,0,74100,High
5,33,12350,0,3.98,13789,6862,2836,2131,901,1059,0,0,0,0,orange,50,1,0,41,50,366898,4.036081,0,61750,High
16,14,100,1,4.05,82,43,18,11,2,8,0,0,0,0,white,50,5,0,36,50,514,4.217899,0,1600,Low
13,11,100,0,3.91,11,7,1,0,1,2,0,0,0,0,yellow,50,3,0,28,50,38,3.473684,0,1300,Low
9,34,100,1,3.14,28,8,6,3,4,7,0,0,0,0,navyblue,50,3,0,40,50,1472,3.534647,0,900,Low
7,6,100,1,3.64,11,4,4,0,1,2,0,0,0,0,pink,50,2,0,104,50,855,4.264327,0,700,Low
6,6,12350,0,3.96,4082,2138,667,637,255,385,0,0,0,0,white,50,2,0,40,50,45964,3.998651,0,74100,High
8,7,10000,1,3.71,903,378,190,143,80,112,0,0,0,0,dustypink,50,2,0,35,50,12974,3.965701,0,80000,High
4.7,17,100,1,4,10,4,3,2,1,0,0,0,0,0,blue,3,1,0,43,50,80093,4.006692,0,470,Low
4,4,10000,1,3.45,1412,504,299,211,129,269,0,0,0,0,white,46,1,0,45,50,21412,4.149262,0,40000,High
8,7,5000,1,3.57,309,111,64,63,33,38,0,0,0,0,white,50,2,0,41,50,5365,3.945946,0,40000,High
16,59,1000,1,3.5,222,81,44,42,14,41,0,0,0,0,black,50,4,0,43,50,3743,3.897141,0,16000,Medium
11,10,100,0,3.29,38,13,5,8,4,8,0,0,0,0,blue,50,3,0,80,50,168,3.732143,0,1100,Low
5.77,5,10000,0,3.85,2892,1352,574,443,227,296,0,0,0,0,black,50,2,0,43,50,19735,3.97507,0,57700,High
8,84,10000,0,4.19,3679,2077,783,446,192,181,1,0,1,0,black,50,3,0,37,50,80713,4.187814,0,80000,High
14,13,100,0,4.5,113,82,17,7,3,4,1,0,1,0,grey,50,3,0,40,50,7627,4.047725,0,1400,Low
6,26,100,0,3.25,12,2,2,6,1,1,0,0,0,0,black,50,2,0,40,50,99,3.646465,0,600,Low
13,11,100,1,4,4,3,0,0,0,1,0,0,0,0,yellow,29,3,0,42,50,45151,4.032956,0,1300,Low
11,50,12350,0,4.22,2878,1646,632,324,126,150,1,0,1,0,White,50,3,0,43,50,36361,3.96752,0,135850,High
4,4,5000,0,3.39,783,268,129,155,102,129,0,0,0,0,pink,7,1,0,48,50,32168,3.884544,0,20000,High
5.77,16,1000,0,3.72,687,281,151,114,61,80,0,0,0,0,black,50,2,0,44,50,6570,4.220091,0,5770,Medium
9,50,12350,0,4.17,2440,1415,448,305,116,156,0,0,0,0,black,50,3,0,41,50,15106,4.007149,0,111150,High
11,16,10000,1,3.75,1586,716,284,260,118,208,0,0,0,0,black,50,2,0,42,50,120781,4.1524,1,110000,High
9,22,1000,1,4.24,131,79,25,14,6,7,0,0,0,0,grey,7,3,0,51,50,4516,4.231842,0,9000,Medium
5.81,34,1000,1,3.54,54,19,8,17,3,7,0,0,0,0,red,2,2,0,43,50,80093,4.006692,0,5810,Medium
11,59,100,0,3.66,56,20,14,10,7,5,0,0,0,0,winered,50,3,0,54,50,4811,4.194554,0,1100,Low
11,10,12350,0,3.69,2160,985,356,320,156,343,0,0,0,0,red,50,2,0,37,50,5281,4.023291,1,135850,High
8,7,5000,1,3.53,876,355,168,112,70,171,0,0,0,0,blue,50,3,0,42,50,2510,3.903586,0,40000,High
11,10,10000,0,3.65,2422,1056,419,375,190,382,0,0,0,0,white,50,3,0,46,50,78616,4.310433,0,110000,High
6,6,5000,0,4.07,844,440,187,114,44,59,0,0,0,0,white,50,2,0,24,50,10474,3.908535,0,30000,High
5,6,5000,0,4.07,824,441,165,112,43,63,0,0,0,0,gray,50,1,0,41,50,32778,4.048356,0,25000,High
6,6,5000,1,3.92,609,306,112,88,41,62,0,0,0,0,purple,50,2,0,38,50,1411,3.923459,0,30000,High
8,7,5000,1,4.02,1061,536,212,180,63,70,0,0,0,0,black,50,2,0,43,50,42919,4.105967,0,40000,High
13,26,100,0,4.06,113,65,16,15,8,9,0,0,0,0,black,50,3,0,35,50,3682,4.463064,0,1300,Low
11,10,100,0,3.73,22,9,5,4,1,3,0,0,0,0,yellow,5,3,0,68,50,1746,4.024055,0,1100,Low
5.65,25,10000,0,3.65,418,180,74,65,36,63,0,0,0,0,purple,50,1,0,43,50,23465,4.017601,1,56500,High
8,16,10000,0,4.04,1589,770,391,248,77,103,0,0,0,0,white,9,2,0,43,50,3665,4.19427,0,80000,High
3,3,100,1,4.29,58,36,13,3,2,4,1,0,1,0,black,5,1,0,34,50,1050,3.88381,0,300,Low
8,7,50,0,3.88,8,5,1,0,0,2,0,0,0,0,yellow,1,2,0,25,50,334,3.736527,0,400,Low
13,14,10000,0,3.74,1938,870,366,287,159,256,0,0,0,0,blue,50,3,0,18,50,5466,3.94109,0,130000,High
11,88,5000,0,4.1,1514,819,323,188,71,113,0,0,0,0,star,25,3,0,35,50,35751,4.022153,1,55000,High
7,22,10,0,3.5,4,1,1,1,1,0,0,0,0,0,pink,3,2,0,37,50,1531,3.760287,0,70,Low
5,5,5000,0,3.97,538,287,90,69,41,51,0,0,0,0,white,6,2,0,29,50,6876,3.775451,0,25000,High
6,6,1000,0,3.84,309,146,53,51,32,27,0,0,0,0,black,50,2,0,39,50,24564,3.92888,0,6000,Medium
3,3,12350,1,4.12,2826,1573,546,374,147,186,0,0,0,0,purple,6,1,0,49,50,55670,4.121484,1,37050,High
12,26,5000,0,4.16,663,385,119,84,28,47,0,0,0,0,white,50,3,0,43,50,18029,4.100616,0,60000,High
11,10,100,1,3.09,22,5,5,4,3,5,0,0,0,0,black,50,3,0,38,50,16487,3.967611,0,1100,Low
8,118,10000,0,3.85,2519,1158,545,370,181,265,0,0,0,0,'white & black',50,2,0,43,50,23485,4.024697,0,80000,High
6,6,100,0,3.07,55,17,6,11,6,15,0,0,0,0,black,1,2,0,27,50,23161,3.930573,0,600,Low
9,57,1000,0,3.63,146,61,32,15,14,24,0,0,0,0,black,50,3,0,71,50,14442,4.143055,0,9000,Medium
8,7,1000,0,3.6,141,64,22,19,7,29,0,0,0,0,pink,50,3,0,24,50,3771,3.881464,0,8000,Medium
5,5,100,0,5,2,2,0,0,0,0,0,0,0,0,black,13,2,0,41,50,5316,4.224605,0,500,Low
8,7,50,0,3.71,7,4,0,1,1,1,0,0,0,0,grey,5,2,0,23,50,211,3.545024,0,400,Low
9,8,12350,1,3.94,4304,2089,901,650,287,377,0,0,0,0,white,50,3,0,41,50,18877,4.079886,0,111150,High
8,7,10000,1,3.32,1061,351,192,184,110,224,0,0,0,0,purple,30,3,0,28,50,88193,4.080891,1,80000,High
4.81,5,100,1,5,0,79,31.5,24,11,20,0,0,0,0,yellow,5,1,0,47,50,6,4.333333,0,481,Low
14,104,100,1,3.44,71,20,17,19,4,11,0,0,0,0,orange,50,4,0,31,50,151,3.761589,0,1400,Low
8,26,100,0,5,13,13,0,0,0,0,0,0,0,0,yellow,50,2,0,33,50,138,3.65942,0,800,Low
7,81,100,1,3.57,23,10,2,5,3,3,0,0,0,0,green,30,2,0,43,50,7602,3.856617,1,700,Low
3,3,100,0,3.67,12,4,3,3,1,1,0,0,0,0,white,2,1,0,40,50,38100,4.29147,0,300,Low
8,8,1000,0,3.63,187,80,33,31,11,32,0,0,0,0,white,50,3,0,38,50,1761,4.089722,0,8000,Medium
8,10,100,0,3.5,6,3,0,1,1,1,0,0,0,0,yellow,5,2,0,20,50,117,3.786325,0,800,Low
12,11,5000,0,3.34,887,305,161,140,97,184,0,0,0,0,blue,50,3,0,14,50,1021,3.681685,1,60000,High
11,22,100,1,2.71,24,6,2,5,1,10,2,1,0,1,black,1,2,0,43,50,746,4.018767,0,1100,Low
8,7,100,1,3,11,3,1,3,1,3,0,0,0,0,white,50,2,0,35,50,5768,4.484397,0,800,Low
8,7,100,0,4.39,111,77,14,10,6,4,1,0,1,0,multicolor,50,3,0,38,50,1290,4.212403,0,800,Low
6,30,1000,0,3.53,325,130,61,48,24,62,0,0,0,0,blue,50,2,0,41,50,383,3.793734,0,6000,Medium
11,26,100,0,4.25,12,8,2,0,1,1,0,0,0,0,multicolor,50,2,0,70,50,874,4.05492,1,1100,Low
8,7,100,1,3.86,28,14,4,5,2,3,0,0,0,0,red,2,3,0,28,50,889,4.390326,0,800,Low
8,7,1000,0,3.58,605,210,144,117,56,78,0,0,0,0,white,24,2,0,36,50,21226,4.014181,0,8000,Medium
9,9,10000,1,3.74,2148,822,539,410,169,208,0,0,0,0,white,50,3,0,44,50,246312,4.203725,0,90000,High
14,12,10,0,5,1,1,0,0,0,0,0,0,0,0,pink,5,3,0,41,50,9217,4.17305,0,140,Low
13,11,5000,1,3.88,1224,569,278,175,67,135,0,0,0,0,red,34,3,0,19,50,56745,3.981073,0,65000,High
4.84,5,100,1,4.09,57,30,12,10,0,5,0,0,0,0,white,2,1,0,43,50,16099,3.951488,1,484,Low
5,5,1000,0,4.11,94,54,16,13,2,9,0,0,0,0,purple,50,2,0,43,50,10436,4.044845,0,5000,Medium
14,89,5000,1,3.43,647,227,134,98,64,124,0,0,0,0,orange-red,9,3,0,40,50,5985,4.231746,0,70000,High
3,60,100,1,3.57,28,12,6,2,2,6,1,0,0,1,grey,1,1,0,27,50,1500,3.952,0,300,Low
7,6,10000,0,3.35,1786,660,264,301,162,399,0,0,0,0,pink,4,2,0,47,50,3566,3.732473,0,70000,High
5,5,12350,0,3.93,7088,3367,1510,1148,469,594,0,0,0,0,blue,50,1,0,29,50,11481,4.095288,0,61750,High
9,8,100,0,4.07,27,14,8,1,1,3,0,0,0,0,yellow,50,3,0,22,50,34975,4.336583,0,900,Low
9,8,1000,1,4.22,237,138,50,26,9,14,0,0,0,0,black,50,3,0,138,50,96838,4.264659,0,9000,Medium
8,11,1000,0,4.13,127,70,30,10,7,10,0,0,0,0,apricot,50,3,0,15,50,173,4.306358,0,8000,Medium
11,10,2,0,2,1,0,0,0,1,0,0,0,0,0,yellow,50,3,0,19,50,21307,3.999061,0,22,Low
18.785,17,5000,0,3.77,1163,559,212,135,77,180,1,1,0,0,skyblue,2,5,0,27,50,15173,3.959995,0,93925,High
8,25,10000,0,3.65,2324,1009,401,358,212,344,0,0,0,0,yellow,50,3,0,39,50,30292,4.227585,1,80000,High
7,6,10000,0,3.91,1797,885,366,230,139,177,0,0,0,0,burgundy,50,2,0,32,50,9938,4.124874,0,70000,High
12,11,5000,0,3.11,434,146,58,59,38,133,0,0,0,0,pink,3,3,0,29,50,6876,3.775451,0,60000,High
7,6,1000,0,3.19,245,77,44,39,19,66,0,0,0,0,armygreen,50,2,0,43,50,9341,4.012954,1,7000,Medium
8,17,1000,1,3.93,426,216,77,60,34,39,0,0,0,0,black,50,2,0,41,50,5807,3.984157,0,8000,Medium
8,7,10,1,5,0,79,31.5,24,11,20,0,0,0,0,grey,50,3,0,10,50,27175,3.966035,0,80,Low
11,10,12350,0,4.32,3648,2418,548,327,126,229,1,0,1,0,black,1,2,0,39,1,4448,4.292266,0,135850,High
11,30,1,0,5,0,79,31.5,24,11,20,0,0,0,0,armygreen,10,2,0,33,50,1380,4.007246,0,11,Low
3.7,47,100,1,3.18,11,4,1,1,3,2,0,0,0,0,pink,9,1,0,38,50,359,3.409471,0,370,Low
14,12,5000,1,3.75,1892,780,431,317,147,217,0,0,0,0,black,48,3,0,37,50,16447,4.030461,0,70000,High
11,10,5000,1,4.26,1273,735,295,134,55,54,1,0,1,0,multicolor,50,2,0,38,50,67171,4.102321,0,55000,High
18,16,1000,1,3.63,477,181,112,75,43,66,1,0,0,1,yellow,50,5,0,27,50,2116,4.14603,0,18000,Medium
12,118,12350,1,4.29,4266,2611,850,449,145,211,1,0,1,0,black,50,3,0,38,50,165915,4.256077,0,148200,High
14,43,1000,1,4.05,167,93,32,18,5,19,0,0,0,0,leopard,50,3,0,43,50,22711,3.872044,0,14000,Medium
