@relation cleaned_summer_products

@attribute price numeric
@attribute retail_price numeric
@attribute rating numeric
@attribute rating_count numeric
@attribute badge_local_product numeric
@attribute badge_product_quality numeric
@attribute shipping_is_express numeric
@attribute countries_shipped_to numeric
@attribute merchant_rating_count numeric
@attribute merchant_rating numeric
@attribute merchant_has_profile_picture numeric
@attribute performance {average,very_successful,successful}

@data
9,108,4.06,252,0,0,0,42,5934,3.849511,0,successful
12,11,3.49,201,0,0,0,139,779,3.776637,0,successful
8,7,3.84,132,0,0,0,31,2055,3.837956,1,successful
5,5,4.5,6,0,0,0,45,10600,3.867547,0,average
11,10,3.74,54,0,0,0,41,73271,3.954443,1,successful
8,7,3.54,2006,0,0,0,31,13946,4.000143,0,successful
7,6,4,6,0,0,0,24,1559,4.039128,0,average
6,13,3.51,79,0,0,0,43,13979,3.870735,1,successful
6,22,4.19,201,0,0,0,55,3439,4.417272,0,successful
13,25,3.42,79,0,0,0,41,27764,3.950403,1,average
7,50,4.08,408,0,0,0,41,12763,3.967484,0,successful
13,11,3.5,64,0,0,0,30,12919,4.02446,0,successful
12,14,3.88,8,0,0,0,22,52,3.884615,0,average
5.71,13,4.23,317,0,1,0,38,3709,4.242653,0,successful
11,51,3,4,0,0,0,43,17222,4.001277,1,average
3.79,49,3.93,8412,0,0,0,8,56999,4.046825,0,very_successful
8,10,3.39,18,0,0,0,23,290,3.682759,0,average
2,3,4.09,6689,0,0,0,38,151249,4.049157,0,very_successful
6,22,3.74,518,0,0,0,38,4233,4.016773,0,successful
6,6,4.2,15,0,0,0,20,144,3.722222,0,average
13,11,3.75,4,0,0,0,43,18029,4.100616,0,average
8,25,4.25,220,0,0,0,43,4072,3.900295,0,successful
7,6,0,0,0,0,0,140,0,5,0,average
11,10,4.05,654,0,0,0,54,8117,4.064925,0,successful
11,152,3.91,808,0,0,0,43,87178,3.90836,0,successful
8,7,3.8,757,0,0,0,44,246312,4.203725,0,successful
1.65,2,3.67,191,0,0,0,38,5654,3.95879,0,successful
8,22,3.7,904,0,0,0,43,6651,4.084799,0,successful
12,11,3.76,899,0,0,0,43,1990,4.046734,0,successful
9,8,3.84,1982,0,0,0,30,66644,4.137582,1,successful
8,7,3.33,3216,0,0,0,43,54504,3.801684,1,very_successful
5,51,0,0,0,0,0,36,295,3.989831,0,average
11,50,3,9,0,0,0,36,17,2.941176,0,average
11,10,4.29,410,0,0,0,21,1733,3.84247,0,successful
9,8,3.75,429,0,0,0,41,1029,3.821186,0,successful
7,13,3.12,567,0,0,0,42,5934,3.849511,0,successful
6,6,3.93,41,0,0,0,38,151249,4.049157,0,average
7,14,4.24,50,0,0,0,43,1160,4.143966,0,average
1.65,2,3.67,191,0,0,0,38,5654,3.95879,0,successful
11,106,3.92,10150,0,0,0,45,25093,4.068665,1,very_successful
11,85,4.08,454,0,0,0,40,895,4.334078,0,successful
7,6,4.12,442,0,0,0,47,1369,4.061359,0,successful
8,72,4.01,153,0,0,0,41,4136,3.912476,0,successful
15,13,3.95,1632,0,0,0,41,32323,4.040497,0,successful
9,46,4.86,7,0,0,0,74,2228,4.228007,0,average
7,6,4.41,3078,0,1,0,17,11264,4.101385,0,successful
11,10,3.08,39,0,0,0,47,103,3.68932,0,average
6,10,3,87,0,0,0,20,232,3.676724,0,successful
8,10,4.07,58,0,0,0,23,123,4.04065,0,average
2,2,2.92,12,0,0,0,25,366,3.97541,0,average
8,13,4.04,57,0,0,0,51,4516,4.231842,0,average
22,159,4.04,235,0,0,0,80,541,4.097967,0,successful
11,10,3.89,140,0,0,0,42,124563,4.193589,0,successful
6,6,3.73,142,0,0,0,50,3053,3.8585,0,successful
6,38,4.22,958,0,0,0,40,213709,4.2939,0,successful
9,50,3.84,37,0,0,0,42,3237,3.948409,0,average
12,11,3.64,1711,0,0,0,36,55499,4.138885,0,very_successful
6,6,3.71,2706,0,0,0,38,6714,4.07328,0,very_successful
9,33,3.81,719,0,0,0,45,139788,4.166509,0,successful
18,47,4.62,34,1,0,0,82,1465,4.226621,1,average
11,108,2.95,299,0,0,0,52,2608,3.873083,0,successful
13,13,3.7,332,0,0,0,52,4048,4.064476,0,successful
11,38,3.66,8971,0,0,0,42,73701,4.105127,0,very_successful
11,10,4.09,100,0,0,0,20,6300,4.078095,0,successful
11,10,4.14,51,0,0,0,43,16994,4.263681,1,average
9,34,0,0,0,0,0,41,14676,4.074203,0,average
6,7,2.67,3,0,0,0,8,1374,4.058952,0,average
2.83,3,3.62,1742,0,0,0,20,3791,3.918755,0,very_successful
7,159,3.39,1632,0,0,0,41,8547,4.081783,0,successful
15,28,3.23,69,0,0,0,51,897,3.850613,0,average
14,68,3.44,734,1,0,0,40,13075,4.226463,0,successful
12,14,0,0,0,0,0,22,52,3.884615,0,average
5.81,30,2.61,18,0,0,0,41,26473,3.894761,0,average
16,22,3.15,72,0,0,0,34,79,3.417722,0,average
7,6,3.8,61,0,0,0,45,139607,4.216386,0,average
8,42,3.95,449,0,0,0,40,47981,4.025364,0,successful
12,13,3.56,893,0,0,0,42,117487,4.087737,0,successful
11,76,4.1,364,1,0,0,40,6343,4.149141,0,successful
11,14,3.93,651,0,0,0,83,6383,4.279492,0,successful
5.69,5,3.61,437,0,0,0,39,2114,4.227531,0,successful
12,11,3.28,40,0,0,0,38,7936,3.964592,0,average
7,6,3.6,25,0,0,0,127,483,4.15528,0,average
7,13,3.35,9075,0,0,0,40,839882,4.10376,0,very_successful
5.66,5,4.29,2068,0,1,0,138,2174765,4.356188,0,successful
8,7,3.39,2877,0,0,0,47,402743,4.156715,1,very_successful
5,5,3.88,1109,0,0,0,50,59903,4.153665,1,successful
14,13,4.16,2082,0,0,0,31,5841,4.217771,0,successful
6,47,4.28,134,0,0,0,43,25914,3.862314,0,successful
8,7,4.02,2694,0,0,0,31,10258,4.243712,1,successful
5.83,5,4.36,22,0,0,0,24,17471,3.952836,0,average
11,21,4.08,545,0,0,0,70,33303,3.981623,0,successful
1.85,11,3.9,97,0,0,0,40,91631,3.837937,1,average
9,8,3.61,1926,0,0,0,41,73271,3.954443,1,successful
8,56,3.59,1285,0,0,0,36,1260,3.795238,0,successful
3,3,3.81,11408,0,0,0,38,151249,4.049157,0,very_successful
6,17,3.9,813,0,0,0,38,22765,4.238173,0,successful
3.86,6,4,6,0,0,0,20,4098,3.860908,0,average
9,8,4.03,827,0,0,0,42,124563,4.193589,0,successful
5.89,5,3.25,392,0,0,0,24,4295,3.849593,0,successful
11,17,3.62,462,0,0,0,36,5880,4.136395,0,successful
8,7,3.95,9337,0,0,0,38,40245,3.99759,0,very_successful
8,140,4.17,1910,0,0,0,19,2050,4.167805,0,successful
11,168,3.33,3,0,0,0,33,47,3.914894,0,average
11,168,3.33,3,0,0,0,33,47,3.914894,0,average
8,7,2,2,0,0,0,41,14676,4.074203,0,average
2,8,3.88,8,0,0,0,40,7248,3.943019,0,average
5.66,5,3.41,27,0,0,0,48,1129,3.833481,0,average
9,8,4.1,10,0,0,0,26,4402,4.022944,0,average
8,9,4.08,61,0,0,0,39,1585,4.076972,0,average
9,8,3.78,282,0,0,0,43,16523,4.038734,0,successful
2.76,17,4.33,49,0,1,0,43,11505,4.136723,0,successful
3.83,4,3.57,67,0,0,0,38,5654,3.95879,0,average
7,9,4.47,1838,0,1,0,43,8727,4.161797,0,successful
6,43,3.46,566,0,0,0,43,36361,3.96752,0,successful
8,21,4.06,36,0,1,0,48,5781,4.274866,0,average
8,9,4.16,45,0,0,0,42,21012,3.885161,0,successful
2.66,3,2.67,12,0,0,0,30,66644,4.137582,1,average
8,85,3.37,5685,0,0,0,47,402743,4.156715,1,very_successful
8,7,3.55,120,0,0,0,42,7348,4.137452,0,successful
3.67,9,3.32,510,0,0,0,111,253249,4.070618,1,successful
12,81,4.08,1799,0,0,0,38,151914,4.127921,0,very_successful
13,11,4.06,4378,0,0,0,43,44067,4.288493,0,very_successful
9,8,3.89,740,0,0,0,26,24771,4.047959,0,successful
9,85,4.63,8,0,0,0,36,54,4.185185,0,average
8,7,3.38,42,0,0,0,14,198,3.838384,0,average
12,11,4.14,3560,0,0,0,30,19521,3.984837,1,successful
5,75,3.8,15,0,0,0,43,17612,3.889677,0,average
6,6,4.27,901,0,1,0,31,9486,4.176998,1,successful
14,12,3.7,511,0,0,0,27,47356,4.056888,0,successful
8,7,4.34,719,0,0,0,43,15348,4.013813,0,successful
8,59,4.03,5929,0,0,0,42,15006,4.083567,0,very_successful
8,7,3.41,5781,0,0,0,40,32923,4.209155,0,very_successful
18,16,4.23,4421,0,0,0,10,18910,4.387414,1,very_successful
3.93,24,3.54,57,0,0,0,28,2399,4.213422,0,average
11,10,3.12,25,0,0,0,55,7076,3.968061,0,average
6,6,3.67,27,0,0,0,38,4705,4.040595,0,average
8,7,4.37,578,0,0,0,31,17816,4.179445,1,successful
11,59,4.33,3,0,0,0,41,38258,3.955434,0,average
7,26,4.01,542,0,0,0,37,8242,4.216695,0,successful
12,11,0,0,0,0,0,25,6,4.5,0,average
11,10,3.56,71,0,0,0,35,2782,4.069015,0,average
11,10,3.96,98,0,0,0,42,5070,4.276726,0,average
3,3,4.25,4,0,0,0,27,28,4.035714,0,average
5,8,3.51,747,0,0,0,40,5019,4.069536,0,successful
9,43,4.74,47,0,0,0,41,4773,4.002933,0,successful
8,7,3.61,233,0,0,0,26,32858,3.885538,0,successful
9,8,3.88,6360,0,0,0,39,40616,4.098557,0,very_successful
11,10,3.73,8609,0,0,0,41,32394,3.924677,0,very_successful
11,84,3.53,3572,0,0,0,60,11965,4.017133,0,very_successful
7,6,4.34,3079,0,1,0,37,9661,4.293241,0,successful
3.93,4,4.4,10,0,0,0,20,3791,3.918755,0,average
7,6,3.67,18,0,0,0,23,12309,4.04517,1,average
8,7,4,13,0,0,0,23,129,3.790698,0,average
7,6,4.38,996,0,1,0,41,130598,3.946791,0,successful
3.7,9,2.25,4,0,0,0,35,72,3.777778,0,average
8,51,4.29,31,0,1,0,43,5846,3.832535,0,average
8,7,4.11,439,0,0,0,31,14298,4.260596,0,successful
3.94,8,3.9,21,0,0,0,39,189,4.068783,0,average
15,13,4.41,277,0,1,0,32,1038,4.254335,0,successful
5,5,3.74,149,0,0,0,36,55499,4.138885,0,successful
5.77,5,4,4,0,0,0,31,8996,3.91574,0,average
4.67,4,2.88,82,0,0,0,25,7497,4.079365,0,average
11,10,3.29,49,0,0,0,80,168,3.732143,0,average
5.9,5,3.26,531,0,0,0,20,7069,4.055029,0,successful
3.7,47,3.18,11,0,0,0,38,359,3.409471,0,average
5,5,3.77,435,0,0,0,39,3883,4.288179,0,successful
9,8,3.65,878,0,0,0,20,3915,3.986207,0,successful
16,18,3.88,69,0,0,0,41,37753,3.82857,0,average
6,6,4.34,1669,0,0,0,49,2736,4.32383,0,successful
16,26,3.67,450,1,0,0,28,12322,4.237543,0,successful
3.76,4,3.34,95,0,0,0,22,3804,4.109621,0,successful
8,30,4.01,270,0,0,0,57,2212,4.209313,0,successful
11,10,3.13,45,0,0,0,26,364,3.381868,0,average
8,7,3.33,3,0,0,0,40,619,4.368336,0,average
12,11,4.05,614,0,0,0,42,45151,4.032956,0,successful
8,9,4.07,775,0,0,0,43,42919,4.105967,0,successful
11,10,3.32,28,0,0,0,18,1151,4.324935,0,average
5,5,3.94,2557,0,0,0,48,32168,3.884544,0,successful
5,76,3.77,404,0,0,0,45,25093,4.068665,1,successful
7,6,3.8,46,0,0,0,35,1685,3.811276,0,successful
8,7,4.02,1269,0,0,0,38,39395,4.054423,0,successful
15,15,0,0,0,0,0,40,4150,4.252289,0,average
12,11,3.81,341,0,0,0,13,2248,4.150356,0,successful
7,6,4.15,27,0,0,0,56,18529,4.135949,0,average
13,68,3.97,1020,0,0,0,38,165915,4.256077,0,successful
9,59,3.69,29,0,0,0,42,3300,4.024242,0,average
5,5,3,45,0,0,0,35,9857,4.053972,0,average
14,93,4.24,254,0,0,0,40,90105,4.201298,1,successful
7,16,3.94,1116,0,0,0,54,3977,4.145336,0,successful
13,84,4.07,2328,0,0,0,41,22173,4.203401,0,successful
2,6,4.03,31,0,0,0,35,31138,4.117445,1,successful
4.73,7,4.4,86,0,1,0,35,31138,4.117445,1,average
11,37,3.42,7596,0,0,0,39,58068,4.310188,1,very_successful
8,122,4,1355,1,0,0,34,3532,4.199604,0,successful
4.74,20,4.05,784,0,0,0,40,213709,4.2939,0,successful
8,7,3.28,1649,0,0,0,30,6818,3.9824,0,successful
8,7,3.83,6,0,0,0,23,211,3.545024,0,average
8,30,3.47,34,0,0,0,35,11030,3.952584,0,average
5.95,6,3.21,48,0,0,0,26,2363,3.853576,0,average
3.65,9,3.38,8,1,0,0,81,8888,4.243249,0,average
2.81,3,3.91,940,0,0,0,43,42919,4.105967,0,successful
4.66,5,4.28,1594,0,1,0,41,85562,4.394591,0,successful
5,5,0,0,0,0,0,8,129,3.837209,0,average
5,16,4.23,62,0,0,0,41,10501,4.029235,0,successful
8,7,3.33,3,0,0,0,40,619,4.368336,0,average
13,11,3.53,302,0,0,0,43,4524,3.865385,0,successful
8,7,4.3,830,0,1,0,36,9200,4.289674,0,successful
8,85,3.5,2,0,0,0,45,59234,3.987051,0,average
7,6,4.07,30,0,0,0,44,16803,4.155032,0,average
12,11,3.37,928,0,0,0,32,2397,3.860659,0,successful
5,5,3.68,155,0,0,0,45,10600,3.867547,0,successful
13,33,3.88,122,0,0,0,44,114,4.149123,0,successful
14,75,4.15,2514,0,0,0,43,27719,4.070637,0,successful
7,6,3.48,2504,0,0,0,39,25260,3.995606,0,successful
6,6,3.74,6509,0,0,0,43,11740,4.113799,0,very_successful
8,7,4.1,1512,0,0,0,43,92005,4.316244,1,successful
5,30,3.69,13,0,0,0,40,16215,3.840025,0,average
11,10,3.54,13,0,0,0,42,885,4.155932,1,average
5.65,33,0,0,0,0,0,43,28798,4.037016,0,average
3.76,7,3.5,8,0,0,0,90,3730,3.880429,0,average
7,6,4.57,23,0,1,0,27,105684,4.430936,0,average
4.67,4,4.28,936,0,1,0,138,96838,4.264659,0,successful
11,10,3.29,49,0,0,0,80,168,3.732143,0,average
2.8,3,3.17,6,0,0,0,44,4595,4.258107,0,average
16,25,4.5,4,0,0,0,55,676,4.014793,0,average
9,17,3.63,92,0,0,0,107,3190,4.289969,0,average
7,9,3.83,1169,0,0,0,43,33705,4.134935,0,successful
16,14,4,11,0,0,0,26,3588,4.148272,0,average
9,34,4,5,0,0,0,61,537,4.458101,0,average
3,26,2,3,0,0,0,43,12016,3.954644,0,average
6,6,3.83,1458,0,0,0,38,67171,4.102321,0,successful
12,72,3.93,566,0,0,0,38,44840,4.337467,0,successful
6,34,3.8,10,0,0,0,41,3897,3.92892,0,average
13,13,4.16,138,0,1,0,41,12913,3.981337,1,successful
9,19,3.97,588,0,0,0,64,1181,4.015241,0,successful
9,26,3.6,1193,0,0,0,43,22711,3.872044,0,very_successful
5,5,3.06,65,0,0,0,13,2248,4.150356,0,average
16,84,3.41,27,0,0,0,39,9940,4.048994,0,average
11,14,3.76,8029,0,0,0,43,17760,4.137106,1,very_successful
2,10,3.2,10,0,0,0,41,8225,3.990638,0,average
8,7,3.43,23,0,0,0,43,24132,4.130946,0,average
7,7,3.55,793,0,0,0,45,59234,3.987051,0,successful
14,12,3.82,176,0,0,0,42,99800,4.295792,1,successful
12,26,4.16,663,0,0,0,43,18029,4.100616,0,successful
7,6,3.72,47,0,0,0,22,17655,4.127839,1,average
8,7,2.79,14,1,0,1,41,7012,4.336708,0,average
8,7,3.91,102,0,0,0,37,2076,4.097303,1,successful
14,86,4.08,546,0,0,0,17,62240,4.265472,0,successful
6,32,3.47,536,0,0,0,18,17120,3.89889,0,successful
11,10,3.63,2633,0,0,0,35,12441,3.924685,0,very_successful
8,26,4.19,54,0,1,0,43,65189,4.04964,0,successful
14,12,4,2,0,0,0,22,514,3.875486,0,average
5,127,2.79,19,0,0,0,54,9357,4.225393,0,average
11,10,4.25,20,0,0,0,33,360,4.230556,0,average
4.81,30,0,0,0,0,0,43,11378,3.990508,0,average
9,21,3.51,47,0,0,0,34,9827,4.11387,1,average
11,70,2,2,0,0,0,62,528,3.873106,0,average
12,11,3.85,398,0,0,0,58,3727,3.863697,0,successful
6,140,4.09,538,0,0,0,18,2464,4.03125,0,successful
3.87,15,4.53,43,1,0,0,67,4501,4.232171,0,average
5,5,5,1,0,0,0,47,4,3.75,0,average
11,11,3.75,213,0,0,0,18,17120,3.89889,0,successful
8,7,3.54,2006,0,0,0,31,13946,4.000143,0,successful
5,30,3.69,13,0,0,0,40,16215,3.840025,0,average
14,25,3.8,50,0,0,0,39,230,3.908696,0,average
3,3,3.08,109,0,0,0,38,7936,3.964592,0,successful
9,8,3.91,3101,0,0,0,41,12004,4.079224,0,successful
3.83,4,3.57,67,0,0,0,38,5654,3.95879,0,average
6,6,3.67,27,0,0,0,38,4705,4.040595,0,average
9,8,3.08,777,0,0,0,24,10474,3.908535,0,successful
12,16,3.01,1322,0,0,0,18,17120,3.89889,0,successful
7,159,3.39,1632,0,0,0,41,8547,4.081783,0,successful
11,10,4.09,2324,0,0,0,35,14095,4.089677,0,successful
3.76,7,3.5,8,0,0,0,90,3730,3.880429,0,average
11,159,3.67,585,0,0,0,109,16085,3.878023,1,successful
11,26,3.95,596,0,0,0,33,5534,3.999819,0,successful
13,30,2.93,3421,0,0,0,45,200089,4.096667,0,very_successful
5.77,9,2.9,62,0,0,0,43,2044,4.002935,0,average
5,5,3.91,43,0,0,0,24,10474,3.908535,0,average
11,10,3.34,1897,0,0,0,30,5660,3.958304,1,successful
6,17,3.47,55,0,0,0,49,7851,4.216278,0,average
5,5,3.34,252,0,0,0,41,15948,4.094745,1,successful
6,7,2.67,3,0,0,0,8,1374,4.058952,0,average
8,7,3.47,378,0,0,0,137,4434,4.064727,0,successful
11,10,3.74,54,0,0,0,41,73271,3.954443,1,successful
5,127,2.79,19,0,0,0,54,9357,4.225393,0,average
7,6,3.28,141,0,0,0,23,12309,4.04517,1,successful
12,11,3.25,1276,0,0,0,11,6158,3.794739,0,successful
2,9,3.67,12,0,0,0,41,111,3.801802,0,average
4,4,3.1,21,0,0,0,25,22615,4.078222,0,average
11,11,3.75,1520,0,0,0,60,2975,4.18084,0,successful
13,15,3.49,55,0,0,0,33,3276,4.428571,0,average
6,17,4.35,3279,0,1,0,40,110548,4.143666,1,successful
12,100,3.68,40,0,0,0,28,4758,4.24359,0,average
12,11,3.96,247,0,0,0,41,31916,4.105778,1,successful
14,126,4.09,150,0,0,0,40,14291,4.184732,0,average
11,10,4.38,8,0,0,0,139,120,4.283333,0,average
14,97,4.23,44,0,0,0,36,878,4.210706,0,average
9,9,3.37,238,0,0,0,41,28694,3.893845,0,successful
11,10,3.8,10,0,0,0,26,247,3.94332,0,average
3.7,58,3.47,835,0,0,0,118,21012,4.189844,1,successful
9,48,4.02,840,0,0,0,43,42919,4.105967,0,successful
3.85,7,4.18,142,0,0,0,35,31138,4.117445,1,successful
8,49,3.49,154,0,0,0,22,5422,3.988934,0,successful
14,12,3.87,186,0,0,0,26,288,3.729167,0,successful
11,250,3.64,3397,0,0,0,47,402743,4.156715,1,very_successful
6,6,3.75,506,0,0,0,24,2127,3.817583,0,successful
8,7,3.39,1248,0,0,0,43,14194,4.041215,0,successful
5.74,5,3.61,2366,0,0,0,50,59903,4.153665,1,successful
11,10,3.09,22,0,0,0,38,16487,3.967611,0,average
2,2,4.13,143,0,0,0,42,1055,4.036019,0,successful
8,7,3.42,373,0,0,0,63,1322,3.965204,0,successful
8,7,3.81,166,0,0,0,58,6357,4.254208,0,successful
2,2,4.19,81,0,1,0,35,126370,4.146957,1,successful
11,10,3.13,908,0,0,0,24,2127,3.817583,0,successful
11,20,3.56,3929,0,0,0,37,33839,3.962381,0,very_successful
8,7,0,0,0,0,0,10,27175,3.966035,0,average
5,85,3.7,296,0,0,0,41,18138,3.831514,0,successful
9,8,3.7,27,0,0,0,81,104,3.894231,0,average
9,8,3.68,856,0,0,0,43,5083,3.947472,0,successful
7,6,3.95,65,0,0,0,40,1047,3.956065,0,average
9,9,4.1,4874,0,0,0,41,20681,3.999371,1,very_successful
11,11,3.59,1329,0,0,0,44,246312,4.203725,0,successful
2,2,2.57,7,0,0,0,30,12919,4.02446,0,average
14,12,3.61,5891,0,0,0,32,14553,3.915275,0,very_successful
7,26,3.86,2092,0,0,0,33,5534,3.999819,0,successful
8,7,3.66,1467,0,0,0,41,8563,3.897115,0,successful
13,11,3.87,2731,0,0,0,37,16447,4.030461,0,successful
12,85,4.75,4,0,0,0,35,57,4.175439,0,average
8,7,4.13,1312,0,0,0,31,7356,4.053018,1,successful
8,68,0,0,0,0,0,43,626,3.916933,0,average
11,10,3.8,75,0,0,0,31,3762,3.797448,0,successful
5,5,3.97,30,0,0,0,45,10600,3.867547,0,average
5.75,16,4.26,27,0,0,0,32,36,4.444444,0,average
8,7,3.32,743,0,0,0,48,4178,3.93753,0,successful
7,6,3.95,65,0,0,0,40,1047,3.956065,0,average
6,7,4,4,0,0,0,45,139788,4.166509,0,average
11,19,3.78,2729,0,0,0,41,4336,4.003229,0,very_successful
5.65,6,3.96,164,0,0,0,23,12309,4.04517,1,successful
8,8,4.14,555,0,0,0,41,9678,3.799959,0,successful
5,5,3.6,763,0,0,0,20,5995,4.028857,0,successful
11,10,4.05,1479,0,0,0,45,5816,3.936382,0,successful
49,42,4.67,6,0,0,1,41,29977,4.223138,0,average
5,5,4.83,6,0,0,0,40,231,3.038961,0,average
4.66,11,2.92,24,0,0,0,41,8443,4.275731,0,average
7,6,3,22,0,0,0,41,3060,3.934967,0,average
19,17,3.4,255,0,0,0,21,18762,3.76058,1,successful
23,118,3.86,118,0,0,0,54,8117,4.064925,0,average
9,10,3.84,51,0,0,0,39,1078,3.651206,0,average
6,34,3.41,106,0,0,0,43,2044,4.002935,0,successful
14,92,3.92,25,0,0,0,40,7328,4.22762,0,average
22,19,3.66,1103,0,0,0,38,4107,4.096908,0,very_successful
8,7,2.98,108,0,0,0,36,942,3.475584,0,successful
2.66,3,2.67,12,0,0,0,30,66644,4.137582,1,average
2,9,3.47,32,0,0,0,40,4856,4.167628,0,average
16,14,4.34,3075,0,1,0,47,17621,4.301175,0,successful
11,11,3.75,213,0,0,0,18,17120,3.89889,0,successful
14,12,3.74,582,0,0,0,26,32858,3.885538,0,successful
16,16,0,0,0,0,0,32,693,4.30303,0,average
8,8,4.18,668,0,0,0,15,5226,4.005741,0,successful
9,8,4.22,827,0,0,0,43,14275,4.091419,0,successful
14,12,4.23,65,0,1,0,33,3520,4.169886,0,average
11,10,3.76,1546,0,0,0,36,55499,4.138885,0,successful
15,109,3.96,382,0,0,0,36,51369,3.968269,1,successful
4,4,1,1,0,0,0,44,254,3.515748,0,average
5.75,5,0,0,0,0,0,139,3,2.333333,0,average
9,8,3.29,99,0,0,0,28,88193,4.080891,1,successful
6,6,3.21,362,0,0,0,24,5914,4.155394,0,successful
8,7,4.09,1087,0,0,0,21,4019,3.960936,0,successful
5.73,5,3.69,182,0,0,0,58,3396,4.279446,0,successful
8,7,3.9,3700,0,0,0,18,9492,4.130004,0,very_successful
11,10,3.35,85,0,0,0,33,3668,3.895038,0,successful
8,7,3.67,6,0,0,0,37,519,3.791908,0,average
7,17,5,2,0,0,0,21,46,3.608696,0,average
4,6,4,10927,0,0,0,30,13665,4.094694,1,very_successful
13,11,3.22,9,0,0,0,41,111,3.801802,0,average
12,85,4.15,153,0,0,0,40,15551,4.233683,0,successful
9,10,4.15,2587,0,0,0,31,5808,4.30699,0,successful
5.78,50,3.55,876,0,0,0,10,27175,3.966035,0,successful
5.86,11,4.28,512,0,1,0,29,904,4.264381,0,successful
9,22,3.82,1860,0,0,0,18,9177,3.874033,0,successful
3.87,4,3.34,94,0,0,0,22,3117,4.127366,0,successful
9,38,4.52,312,0,1,0,55,27740,4.380173,1,successful
5.74,5,3.38,58,0,0,0,30,66644,4.137582,1,average
9,8,4.06,1642,0,0,0,23,12309,4.04517,1,successful
8,55,5,1,0,0,0,63,6348,4.248582,0,average
3.68,4,3.71,42,0,0,0,38,105015,3.789601,0,average
4.86,8,3.89,115,0,0,0,38,21842,3.7899,1,successful
11,10,3.96,25,1,1,0,27,794,4.277078,0,average
12,11,3.29,7,0,0,0,36,28,3.464286,0,average
15,25,3.3,408,0,0,0,25,1335,3.949064,0,successful
3.91,4,3.73,145,0,0,0,48,32168,3.884544,0,successful
11,14,3.16,38,0,0,0,94,38985,4.06423,0,average
11,84,3.46,56,0,0,0,40,90105,4.201298,1,average
8,30,4.18,1352,0,0,0,33,25356,3.902548,0,successful
8,7,3.82,2520,0,0,0,14,8821,3.87201,0,successful
14,12,4.36,2010,0,1,0,38,22765,4.238173,0,successful
7,33,3,2,0,0,0,41,25222,4.001546,0,average
6,11,4,35,0,0,0,25,3245,3.774114,0,average
6,6,4.18,352,0,0,0,37,17738,3.9359,0,successful
12,11,3,6,0,0,0,25,366,3.97541,0,average
9,34,4,5,0,0,0,61,537,4.458101,0,average
3.88,4,3.47,34,0,0,0,38,5654,3.95879,0,average
8,7,3.96,3761,0,0,0,20,12476,3.998798,0,very_successful
12,48,3.98,131,0,0,0,43,42919,4.105967,0,successful
5.65,33,3.39,192,0,0,0,41,37956,4.030377,0,successful
11,11,4.46,217,0,1,0,41,9002,4.014663,1,successful
12,11,3.82,428,0,0,0,41,18831,3.978865,1,successful
5.74,5,3.61,2366,0,0,0,50,59903,4.153665,1,successful
9,8,4.13,23,0,0,0,47,3769,4.239851,0,average
8,58,3.45,920,0,0,0,43,4632,4.192789,0,successful
8,17,3.39,219,0,0,0,41,73271,3.954443,1,successful
5.79,5,3.78,1022,0,0,0,47,3566,3.732473,0,successful
8,16,3.27,1167,0,0,0,18,9177,3.874033,0,successful
2.79,13,4,2,0,0,0,48,1309,4.245225,0,average
9,84,3.73,82,0,0,0,43,35679,3.909779,0,average
13,15,3.49,55,0,0,0,33,3276,4.428571,0,average
8,7,3.68,2015,0,0,0,24,3771,3.881464,0,very_successful
5.65,7,4.24,319,0,0,0,40,7627,4.047725,0,successful
4.86,5,3.79,200,0,0,0,20,2707,4.189139,0,successful
6,8,3.82,523,0,0,0,54,3218,4.170603,0,successful
6,9,4.01,471,0,0,0,35,2505,4.092216,0,successful
8,9,4.22,621,0,0,0,39,14974,4.192801,0,successful
11,50,3.45,869,0,0,0,43,36361,3.96752,0,successful
9,17,3.93,2253,0,0,0,59,16091,4.343235,0,successful
8,84,3.74,536,0,0,0,63,30225,4.267891,0,successful
12,11,3.8,2066,0,0,0,49,55670,4.121484,1,very_successful
14,37,3.85,422,0,0,0,41,139223,3.933581,0,successful
8,7,4.07,14,0,0,0,33,360,4.230556,0,average
8,7,3.09,337,0,0,0,37,2076,4.097303,1,successful
8,26,5,13,0,0,0,33,138,3.65942,0,average
7,6,3.44,921,0,0,0,47,3566,3.732473,0,successful
7,26,3.59,677,0,0,0,33,5534,3.999819,0,successful
16,111,4.05,580,0,0,0,44,20387,4.193457,0,successful
11,24,3.78,463,0,0,0,41,50864,4.079644,1,successful
9,65,4.09,520,0,0,0,94,38985,4.06423,0,successful
5,28,3.29,1530,0,0,0,26,4435,3.696054,0,successful
16,14,4.52,552,1,1,1,43,6033,4.254434,0,successful
7,6,4.23,207,0,0,0,36,4425,4.332429,1,successful
9,50,3.6,985,0,0,0,43,7889,3.995056,0,successful
1.76,2,4.63,35,0,1,0,45,10622,4.455941,0,average
5,6,4.07,824,0,0,0,41,32778,4.048356,0,successful
8,7,4.23,650,0,0,0,43,28101,4.1148,0,successful
4.69,4,3.95,574,0,0,0,49,55670,4.121484,1,successful
8,18,4.15,158,0,0,0,43,42514,3.740885,0,successful
6,6,3.47,19,0,0,0,45,10600,3.867547,0,average
