@relation cleaned_summer_products

@attribute price numeric
@attribute retail_price numeric
@attribute rating numeric
@attribute rating_count numeric
@attribute badge_local_product numeric
@attribute badge_product_quality numeric
@attribute shipping_is_express numeric
@attribute countries_shipped_to numeric
@attribute merchant_rating_count numeric
@attribute merchant_rating numeric
@attribute merchant_has_profile_picture numeric
@attribute performance {average,very_successful,successful}

@data
6,33,2.33,3,0,0,0,41,32394,3.924677,0,average
6,10,3,87,0,0,0,20,232,3.676724,0,successful
4.65,4,0,0,0,0,0,36,268,3.891791,0,average
2.67,67,0,0,0,0,0,27,13,3.692308,0,average
11,10,3.5,10,0,0,0,30,12919,4.02446,0,average
5,26,4,4,0,0,0,41,19867,4.157548,0,average
11,11,4.22,223,0,1,0,35,667,3.766117,0,successful
7,11,3.98,6510,0,0,0,41,43742,4.063966,0,very_successful
12,11,3.61,171,0,0,0,54,4811,4.194554,0,successful
1.72,26,4.33,18,0,0,0,43,1373,4.007283,0,successful
1.72,2,4.23,13,0,0,0,55,1250,4.0032,0,average
8,47,4.21,1631,0,1,0,38,1659,4.321881,0,successful
5.8,9,3.83,52,0,0,0,43,28295,3.809966,0,successful
7,6,4.12,9207,0,0,0,18,15538,4.156198,0,very_successful
3.66,26,3.2,10,0,0,0,140,269,3.33829,0,average
3.83,4,3.76,337,0,0,0,42,99283,4.285598,0,successful
13,84,4.36,2592,0,1,0,33,23719,4.301067,1,successful
6,17,3.85,817,0,0,0,41,50864,4.079644,1,successful
15,59,3.87,202,0,0,0,30,7267,4.157837,0,average
8,7,4,13,0,0,0,23,129,3.790698,0,average
1.71,2,4.67,3,0,0,0,31,3762,3.797448,0,average
12,43,3.87,632,0,0,0,42,45524,3.972937,1,successful
20,17,4.17,12,0,0,0,36,26,3.923077,0,average
9,8,4.17,648,0,0,0,41,37956,4.030377,0,successful
2,56,3.73,41,0,0,0,27,3119,3.909907,0,successful
5,5,3.4,25,0,0,0,35,98,3.918367,0,average
9,14,4.14,644,0,0,0,43,3972,3.849194,1,successful
11,10,3.56,71,0,0,0,35,2782,4.069015,0,average
16,14,4.27,127,0,1,0,36,514,4.217899,0,successful
7,6,3.23,1212,0,0,0,13,1686,3.687426,0,successful
7,84,3.93,2526,0,0,0,41,10501,4.029235,0,successful
8,54,3.69,14568,0,0,0,78,78307,3.840257,1,very_successful
8,7,3.8,15,0,0,0,14,88,4.045455,0,average
8,7,3.66,864,0,0,0,24,4295,3.849593,0,successful
3,3,4.04,47,0,0,0,29,11401,4.093588,1,average
8,20,3.12,341,0,0,0,138,7858,3.953169,0,successful
6,21,3.18,573,0,0,0,34,9827,4.11387,1,successful
9,21,3.51,47,0,0,0,34,9827,4.11387,1,average
11,49,3.73,26,0,0,0,43,1160,4.143966,0,average
13,11,3.36,350,0,0,0,14,8821,3.87201,0,successful
11,11,4.16,1401,0,0,0,37,13879,4.054471,0,successful
7,7,4.02,636,0,0,0,41,35358,4.018157,1,successful
9,10,0,0,0,0,0,43,291,3.690722,0,average
8,7,4.19,54,0,1,0,21,8989,3.85193,1,average
8,8,4.06,121,0,0,0,42,3300,4.024242,0,successful
6,17,4.26,550,0,1,0,48,5781,4.274866,0,successful
14,13,4.5,113,0,1,0,40,7627,4.047725,0,average
13,93,4.09,127,0,0,0,40,26833,4.235382,0,average
13,59,4.14,870,0,0,0,43,16523,4.038734,0,successful
5,5,3.88,883,0,0,0,23,11883,4.120677,0,successful
3.69,53,4.36,11,0,0,0,27,277,3.855596,1,average
3.85,69,3.23,185,0,0,0,25,703,3.960171,0,successful
11,10,3.91,22,0,0,0,40,7363,4.106343,0,average
2,2,4.19,81,0,1,0,35,126370,4.146957,1,successful
8,85,4.5,14,0,0,0,15,173,3.901734,0,average
7,7,3.36,11,0,0,0,38,4485,3.810479,0,average
11,24,3.73,154,0,0,0,42,47639,4.213439,0,successful
11,10,3.2,249,0,0,0,28,88193,4.080891,1,successful
2.7,3,4.13,1165,0,0,0,33,16013,4.108849,0,successful
5.83,8,3.99,639,0,0,0,40,91631,3.837937,1,successful
11,14,3.76,8029,0,0,0,43,17760,4.137106,1,very_successful
12,11,3.97,37,0,0,0,42,1452,3.735537,0,average
5.66,6,3.08,13,0,0,0,35,2782,4.069015,0,average
16,14,4,11,0,0,0,26,3588,4.148272,0,average
3.67,13,4.09,197,0,0,0,43,11505,4.136723,0,successful
12,11,3.73,104,0,0,0,42,17002,4.02782,0,average
2.71,6,3.4,20,0,0,0,31,3762,3.797448,0,average
5.73,5,4.03,63,0,0,0,137,3852,4.003115,0,average
8,7,3.84,1958,0,0,0,25,61895,4.268002,1,successful
9,8,3.7,27,0,0,0,81,104,3.894231,0,average
14,12,2.7,20,0,0,0,27,1643,3.922702,0,average
3.66,4,3.04,23,0,0,0,138,7858,3.953169,0,average
6,6,3.4,5,0,0,0,14,112,3.625,0,average
12,85,3.58,137,0,0,0,43,15407,3.85539,1,successful
9,8,3.68,856,0,0,0,43,5083,3.947472,0,successful
13,56,3.55,20,0,0,0,38,111,3.774775,0,average
3,3,4.25,4,0,0,0,27,28,4.035714,0,average
9,8,3.67,108,0,0,0,35,12441,3.924685,0,successful
11,11,3.62,131,0,0,0,41,8362,3.817149,0,successful
11,10,3.55,89,0,0,0,32,88,3.556818,0,average
11,10,3.13,45,0,0,0,26,364,3.381868,0,average
9,26,3.78,2090,0,0,0,40,839882,4.10376,0,successful
7,49,3.99,194,0,0,0,40,2946,4.316022,0,successful
3.73,17,4.37,27,0,1,0,48,343,4.521866,0,average
8,10,5,2,0,0,0,23,127,3.874016,0,average
3.81,25,3.32,25,0,0,0,35,613,3.944535,0,average
6,142,3.78,1941,0,0,0,41,31559,4.12342,1,successful
12,86,4.09,702,0,0,0,37,104269,4.253287,0,successful
6,6,5,2,0,0,0,27,28,4.035714,0,average
6,31,4.09,2789,0,0,0,45,11596,4.280442,0,successful
9,8,3.83,13198,0,0,0,53,37076,4.302082,1,very_successful
13,11,4.33,12,0,0,0,79,14358,4.093537,0,average
11,10,3.75,1717,0,0,0,23,190918,4.235887,0,successful
3.9,5,3.11,57,0,0,0,91,2072,3.882722,0,successful
8,47,4.33,110,0,1,0,43,1032,4.577519,0,average
6,6,4.2,12880,0,1,0,53,38264,4.227943,0,very_successful
6,6,3.93,549,0,0,0,43,80093,4.006692,0,successful
8,10,0,0,0,0,0,41,21485,4.146242,0,average
4.68,25,3.69,127,0,0,0,43,45372,4.057811,0,successful
8,43,4,180,0,0,0,41,139223,3.933581,0,successful
8,7,4.05,8904,0,0,0,31,19221,4.168097,0,very_successful
8,51,3.61,256,0,0,0,38,19760,4.141953,0,successful
7,26,2.9,10,0,0,0,33,32,3.1875,0,average
7,6,4.11,2483,0,0,0,31,34311,4.066218,0,successful
7,30,3.28,179,0,0,0,109,13625,4.382092,1,successful
5.65,5,3.87,108,0,0,0,36,550,4.054545,0,successful
9,65,4.09,520,0,0,0,94,38985,4.06423,0,successful
8,9,3.35,1316,0,0,0,36,1987,3.987921,0,successful
12,58,4.18,239,0,0,0,52,5042,4.146569,0,successful
5,5,3.1,31,0,0,0,27,2792,4.325215,0,successful
3.84,4,3.18,55,0,0,0,36,791,4.318584,0,successful
8,7,3.56,1473,0,0,0,39,11148,4.18075,0,successful
12,31,3.87,344,0,0,0,12,639,4.007825,1,successful
5.79,9,3.96,53,0,0,0,43,104,3.721154,0,average
7,66,0,0,0,0,0,41,3694,4.042231,1,average
3,5,4.05,327,0,0,0,90,72885,4.079852,0,successful
13,22,4.01,156,0,0,0,30,4508,4.330745,0,successful
8,16,4.04,1589,0,0,0,43,3665,4.19427,0,successful
8,76,3.64,11,0,0,0,25,70,3.514286,0,average
9,8,4.07,46,0,0,0,30,300,3.966667,0,average
9,8,4.27,754,0,1,0,43,18029,4.100616,0,successful
4.9,8,3.83,99,0,0,0,41,17752,3.899673,0,successful
8,38,4.14,196,0,0,0,39,6275,4.383108,0,successful
25,38,3.17,6,0,0,0,27,401,4.009975,0,average
2,2,2.57,7,0,0,0,30,12919,4.02446,0,average
9,8,3.52,295,0,0,0,35,12441,3.924685,0,successful
11,42,4.24,55,0,0,0,105,6121,4.36579,0,average
12,102,4.22,206,0,1,0,37,2495,4.211623,0,successful
9,59,3.77,1721,0,0,0,47,2888,4.192175,0,successful
7,17,5,2,0,0,0,21,46,3.608696,0,average
8,25,4,55,0,0,0,43,2199,4.106867,0,average
8,7,4.22,124,0,0,0,43,3950,4.057468,0,successful
15,13,3.51,1257,0,0,0,42,19184,4.471018,0,successful
14,27,3.52,1442,0,0,0,43,7874,3.959995,0,successful
13,11,2.97,2191,0,0,0,35,14482,4.001588,0,very_successful
4.83,51,2,1,0,0,0,39,57,3.824561,0,average
6,7,4,2,0,0,0,44,102568,4.051049,0,average
13,11,4.35,26,0,1,0,139,21,4.047619,0,average
11,10,4.34,728,0,1,0,20,8500,4.081176,0,successful
8,7,3.6,141,0,0,0,24,3771,3.881464,0,successful
7,6,4.16,129,0,0,0,73,941,4.204038,0,successful
9,8,3.18,72,0,0,0,26,288,3.729167,0,average
2,2,3.89,496,0,0,0,35,14095,4.089677,0,successful
8,7,4.01,2543,0,0,0,40,110548,4.143666,1,successful
8,7,3.63,161,0,0,0,49,1653,3.973382,0,successful
8,7,4.14,2737,0,0,0,36,68339,4.298746,0,successful
18,27,4.03,1058,0,0,0,41,12348,3.794947,0,successful
11,10,3.7,2682,0,0,0,35,12974,3.965701,0,very_successful
11,83,3.87,5719,0,0,0,38,151914,4.127921,0,very_successful
4,4,4.03,2150,0,0,0,41,230951,4.311066,0,successful
8,7,3.71,951,0,0,0,31,4213,4.058391,0,successful
8,7,3.94,957,0,0,0,21,4373,4.178367,0,successful
6,23,3.94,251,0,0,0,54,6457,3.97042,0,successful
5.87,5,3.98,4137,0,0,0,18,4646,4.118812,0,very_successful
2.65,3,4.58,33,0,1,0,14,900,3.987778,0,average
7,6,4,2464,0,0,0,50,3271,4.069703,0,very_successful
7,22,3.82,11913,0,0,0,46,320031,4.218866,1,very_successful
14,12,3.83,912,0,0,0,41,38258,3.955434,0,successful
19,105,4.4,3787,1,1,0,57,295161,4.329949,0,very_successful
8,7,3.7,917,0,0,0,38,8166,4.175851,0,successful
7,50,4.02,1046,0,0,0,43,36361,3.96752,0,successful
8,9,3.09,775,0,0,0,43,54504,3.801684,1,successful
8,7,3.93,54,0,0,0,28,88193,4.080891,1,successful
1.7,9,3.86,86,0,0,0,57,484,3.991736,0,successful
12,59,3.59,64,0,0,0,44,5244,4.013921,0,average
6,33,4.04,846,0,0,0,41,21485,4.146242,0,successful
11,10,3.91,13488,0,0,0,31,17816,4.179445,1,very_successful
5,59,4.27,22,0,0,0,43,521,4.126679,0,average
9,49,3.72,109,0,0,0,36,267,4.041199,0,average
15,68,3.87,546,0,0,0,40,6775,4.184059,0,successful
5,5,3.1,31,0,0,0,27,2792,4.325215,0,successful
15,13,4.11,56,0,0,0,41,2166,4.030471,0,average
11,54,3.93,90,0,0,0,29,11401,4.093588,1,successful
14,84,3.79,103,0,0,0,49,29265,4.288399,0,average
16,56,4.01,781,0,0,0,18,12083,4.266738,0,successful
6,6,3.97,2564,0,0,0,35,12974,3.965701,0,very_successful
13,11,3.47,487,0,0,0,14,3670,3.978747,0,successful
3.86,4,3.48,23,0,0,0,49,55670,4.121484,1,average
3.74,55,4.23,1416,0,1,0,41,37956,4.030377,0,successful
7,9,3.23,43,0,0,0,40,7363,4.106343,0,average
12,11,3.61,171,0,0,0,54,4811,4.194554,0,successful
8,26,3.07,14,0,0,0,40,43,3.186047,0,average
12,11,4.09,11,0,0,0,84,1770,3.933898,0,average
7,6,3.65,20,0,0,0,18,24,3.625,0,average
8,22,3.74,638,0,0,0,44,9034,4.191167,0,successful
6,11,4.11,76,0,0,0,43,54504,3.801684,1,successful
4,4,4.07,46,0,0,0,48,32168,3.884544,0,average
9,8,3.8,501,0,0,0,43,11505,4.136723,0,successful
3,3,4.29,58,0,1,0,34,1050,3.88381,0,average
16,14,3.73,89,0,0,0,41,130598,3.946791,0,average
5.84,11,4.19,307,0,0,0,40,10377,4.172786,0,successful
11,17,3.4,10,0,0,0,43,33855,3.917353,0,average
2,2,3.53,58,1,0,0,45,689,4.030479,0,average
8,7,3.13,111,0,0,0,25,6623,4.072475,0,successful
7,22,3.79,797,0,0,0,40,4809,4.250156,0,successful
2,2,3.7,355,0,0,0,23,12309,4.04517,1,successful
8,34,4.14,429,0,0,0,36,905,3.939227,1,successful
11,10,3.73,128,0,0,0,38,105015,3.789601,0,successful
5,11,3.72,54,0,0,0,17,4836,4.039495,0,average
6,6,4.29,2808,1,1,1,39,33675,4.31415,0,successful
12,13,3.91,192,0,0,0,42,571,4.017513,0,successful
6,6,4.27,15,0,0,0,43,2988,3.896921,1,average
11,10,3.64,829,0,0,0,24,10474,3.908535,0,successful
8,7,4.43,398,0,0,0,39,816,4.181373,1,successful
2,2,2.44,9,0,0,0,42,26951,4.03536,0,average
5.66,5,4.14,2927,0,0,0,29,8205,4.195856,0,very_successful
3.94,8,3.9,21,0,0,0,39,189,4.068783,0,average
14,12,3.61,548,0,0,0,26,40457,3.960328,0,successful
9,8,3.9,613,0,0,0,21,4335,4.057209,0,successful
4,4,3.1,21,0,0,0,25,22615,4.078222,0,average
11,10,4.75,4,0,0,0,20,10286,3.696578,0,average
7,34,4.52,106,0,1,0,35,1269,4.150512,0,average
2,2,4.19,81,0,1,0,35,126370,4.146957,1,successful
3.92,4,3.76,4367,0,0,0,36,55499,4.138885,0,very_successful
8,84,3.31,1554,0,0,0,37,80713,4.187814,0,successful
16,14,3.16,370,0,0,0,27,47356,4.056888,0,successful
8,7,3.98,234,0,0,0,27,47356,4.056888,0,successful
3,3,3.67,12,0,0,0,40,38100,4.29147,0,average
8,7,4.19,54,0,1,0,21,8989,3.85193,1,average
11,10,3.24,96,0,0,0,40,2282,4.210342,0,average
11,10,4.02,2050,1,0,0,41,21485,4.146242,0,successful
12,11,3,6,0,0,0,25,366,3.97541,0,average
16,16,3.82,50,0,0,0,25,7676,4.039474,0,average
14,51,3.75,36,0,0,0,42,16885,3.897898,0,average
3,7,3.67,6,0,0,0,19,1284,3.975078,0,average
3.86,4,3.48,23,0,0,0,49,55670,4.121484,1,average
5.82,58,3.93,623,0,0,0,61,1663,4.071557,0,successful
8,7,3.67,6,0,0,0,37,519,3.791908,0,average
11,17,4.67,3,0,0,0,14,1279,3.707584,0,average
11,10,3.87,901,0,0,0,35,12441,3.924685,0,successful
1.86,2,3.78,36,0,0,0,42,45524,3.972937,1,successful
3.88,4,3.47,34,0,0,0,38,5654,3.95879,0,average
8,33,0,0,0,0,0,41,9395,4.110059,0,average
3.71,5,5,1,0,0,0,135,60,4.2,0,average
11,28,3.93,107,0,0,0,44,435,4.186207,0,average
5,5,4.13,103,0,0,0,48,32168,3.884544,0,successful
11,13,3.87,46,0,0,0,41,27964,3.948613,0,average
11,152,3.91,808,0,0,0,43,87178,3.90836,0,successful
13,43,4.31,65,0,1,0,40,6256,4.101183,0,successful
8,11,4.28,3345,0,1,0,36,20169,4.258516,0,successful
13,11,3.9,1184,0,0,0,52,9981,4.308386,0,successful
5.83,5,4.36,22,0,0,0,24,17471,3.952836,0,average
8,7,3.44,63,0,0,0,40,5595,3.772654,0,average
2.81,33,3.64,14,0,0,0,43,42919,4.105967,0,average
2,26,4.36,2942,0,1,0,118,21012,4.189844,1,successful
5.84,5,4.04,24,0,0,0,25,9470,3.956811,0,average
16,14,4,2,0,0,0,34,3063,4.434215,0,average
7,26,2.9,10,0,0,0,33,32,3.1875,0,average
6,38,3.82,1442,0,0,0,9,6476,4.157659,0,successful
9,8,3.29,99,0,0,0,28,88193,4.080891,1,successful
2.66,9,5,1,0,0,0,63,54773,4.43777,0,average
6,47,4.28,134,0,0,0,43,25914,3.862314,0,successful
16,33,4.15,61,0,0,0,33,2435,3.996715,0,average
8,14,3.98,217,0,0,0,25,7676,4.039474,0,successful
5.8,43,3.47,2407,1,0,0,35,21210,3.962376,0,very_successful
9,10,0,0,0,0,0,43,291,3.690722,0,average
7,6,4.09,57,0,0,0,139,3038,4.34266,0,average
12,11,3.64,50,0,0,0,31,3762,3.797448,0,successful
2.89,7,5,1,0,0,0,37,30,3.733333,0,average
8,56,4.67,6,0,0,0,19,47,3.87234,0,average
9,8,3.71,51,0,0,0,21,5939,4.070214,1,average
5.67,6,3.51,245,0,0,0,43,6246,4.027698,0,successful
6,13,3.26,255,0,0,0,43,3161,4.181588,0,successful
11,85,3.58,19,0,0,0,40,26833,4.235382,0,average
8,7,4.14,2182,0,0,0,31,10258,4.243712,1,successful
7,31,0,0,0,0,0,43,53225,3.949159,0,average
14,85,4.23,61,0,1,0,41,12913,3.981337,1,average
14,12,4.04,475,0,0,0,43,10264,4.00721,1,successful
8,7,4.13,2396,0,0,0,36,6329,4.162901,0,successful
2,2,4.15,34,0,0,0,48,620,4.220968,0,average
8,30,3.09,65,0,0,0,40,2867,4.079874,0,successful
2,25,3.9,58,0,0,0,37,167,3.610778,0,average
2,2,2.92,12,0,0,0,25,366,3.97541,0,average
9,8,3.03,124,0,0,0,41,6715,4.057185,1,successful
3,3,4.29,58,0,1,0,34,1050,3.88381,0,average
9,8,4.14,5232,0,0,0,38,8776,4.153031,0,very_successful
11,84,3.61,18,0,0,0,27,435,3.855172,0,average
4,4,3.51,550,0,0,0,32,13884,4.222846,0,successful
11,22,3.66,129,0,0,0,35,2078,3.768046,0,successful
4,4,4.13,24,0,0,0,127,4572,3.937227,0,average
4.9,5,3.96,25,0,0,0,26,32858,3.885538,0,average
9,8,3.85,183,0,0,0,55,7076,3.968061,0,successful
12,43,3.65,26,0,0,0,52,425,4.110588,0,average
7,30,3.28,179,0,0,0,109,13625,4.382092,1,successful
7,8,3.73,237,0,0,0,38,67171,4.102321,0,successful
1.85,11,3.9,97,0,0,0,40,91631,3.837937,1,average
12,11,0,0,0,0,0,25,6,4.5,0,average
12,110,4.04,2748,0,0,0,41,8191,4.190209,0,very_successful
5.88,9,4.07,6450,0,0,0,55,12304,4.319002,0,very_successful
15,102,4.23,483,0,0,0,40,26833,4.235382,0,successful
8,75,4.39,5254,0,0,0,36,6719,4.447537,0,very_successful
9,8,4.2,2749,0,1,0,43,36361,3.96752,0,successful
9,8,3,2,0,0,0,38,62,3.774194,0,average
8,9,3.38,94,0,0,0,41,4955,4.005247,0,average
7,7,0,0,0,0,0,22,193,4.062176,0,average
6,6,3.3,102,0,0,0,31,5841,4.217771,0,average
4.7,19,3.87,15,0,0,0,41,14327,4.192085,0,average
6,7,3.67,258,0,0,0,40,2685,3.950093,0,successful
4.93,6,3.77,47,0,0,0,41,17752,3.899673,0,average
3,3,3.94,426,0,0,0,32,43676,4.283611,0,successful
8,17,3.94,787,0,0,0,43,2700,4.046296,0,successful
2,2,3.87,320,0,0,0,20,1029,3.965986,0,successful
8,47,4.14,2360,0,0,0,45,139788,4.166509,0,successful
14,12,3.65,3574,0,0,0,32,16064,4.223792,0,successful
15,68,3.87,546,0,0,0,40,6775,4.184059,0,successful
8,7,4.23,870,0,0,0,21,2380,4.251261,0,successful
5.67,19,3.53,18393,0,0,0,37,19248,3.889131,0,very_successful
14,84,4.22,686,0,0,0,40,32386,4.260792,0,successful
7,43,3.36,130,0,0,0,42,6731,3.984995,0,successful
9,8,3.94,4304,0,0,0,41,18877,4.079886,0,very_successful
11,26,5,1,0,0,0,80,8685,4.140702,0,average
16,14,3,3,0,0,0,34,31,3.548387,0,average
6,7,3.31,36,0,0,0,40,4856,4.167628,0,average
12,17,3.36,230,0,0,0,34,1837,4.160588,0,successful
16,14,3.28,18,0,0,0,81,901,3.982242,1,average
12,17,4.21,103,0,0,0,43,20478,3.910343,1,successful
13,68,3.48,121,0,0,0,40,18079,4.194922,0,average
11,10,3.75,1717,0,0,0,23,190918,4.235887,0,successful
11,38,3.91,1433,0,0,0,63,30225,4.267891,0,successful
3.71,6,3.45,181,0,0,0,42,9651,4.079163,0,successful
6,9,3.8,245,0,0,0,40,7363,4.106343,0,successful
6,6,3.89,1229,0,0,0,41,14676,4.074203,0,successful
12,16,3.28,701,0,0,0,20,3990,3.897243,0,successful
2,2,4.01,7575,0,0,0,51,229199,4.165079,0,very_successful
5,5,0,0,0,0,0,35,1172,4.122867,0,average
5,5,3.3,1013,0,0,0,32,13510,4.297335,1,successful
4.66,11,4.01,10122,0,0,0,44,203805,4.216477,0,very_successful
8,22,4,17,0,0,0,43,65189,4.04964,0,average
9,9,0,0,0,0,0,44,246312,4.203725,0,average
8,9,3.95,63,0,0,0,41,36913,3.949422,1,successful
16,14,0,0,0,0,0,40,1442,4.466019,0,average
5,5,4.1,166,0,1,0,42,13909,4.356819,0,successful
6,6,4,1244,0,0,0,35,12974,3.965701,0,successful
18,59,2.67,6,0,0,0,34,2038,4.501472,0,average
8,7,3.8,9330,0,0,0,38,70773,4.03832,0,very_successful
11,10,3.8,10,0,0,0,26,247,3.94332,0,average
5,25,4.19,494,0,0,0,43,4524,3.865385,0,successful
5,10,4.08,12,0,0,0,40,4150,4.252289,0,average
26,168,4.15,20,0,0,0,17,131,3.854962,0,average
6,6,3.83,18,0,0,0,23,116,3.775862,0,average
5.78,9,3.71,28,0,0,0,43,33855,3.917353,0,average
5,7,4.13,2409,0,0,0,28,88193,4.080891,1,very_successful
5.73,5,3.86,7,0,0,0,42,885,4.155932,1,average
3.83,4,3.64,1773,0,0,0,48,32168,3.884544,0,successful
7,6,3.69,71,0,0,0,36,12134,3.866903,0,average
15,13,4.11,56,0,0,0,41,2166,4.030471,0,average
3.92,4,3.76,4367,0,0,0,36,55499,4.138885,0,very_successful
11,20,3.43,14,0,0,0,34,3120,4.174679,0,average
6,6,4.75,4,0,0,0,25,5123,3.958618,0,average
2.65,3,3.4,3443,0,0,0,31,68022,4.320587,1,very_successful
3.71,4,3.44,16,0,0,0,23,12309,4.04517,1,average
13,26,3.78,37,0,0,0,41,1022,3.863992,0,average
12,11,3.59,181,0,0,0,54,4924,3.819659,0,successful
13,252,3.91,12041,0,0,0,35,45964,4.097119,1,very_successful
12,168,4.09,529,0,0,0,52,73595,4.385692,1,successful
5.69,17,4.31,922,0,0,0,43,9465,4.138405,0,successful
6,8,3.79,1010,0,0,0,6,10665,4.073793,0,successful
11,10,4.1,413,1,0,0,29,17922,4.380203,0,successful
5,5,3.75,20,0,0,0,50,3053,3.8585,0,average
7,6,3.19,245,0,0,0,43,9341,4.012954,1,successful
11,10,3.56,402,0,0,0,41,20037,3.880072,0,successful
5.65,10,2.86,7,0,0,0,41,17752,3.899673,0,average
5.85,5,3.55,1004,0,0,0,20,7314,3.938201,0,successful
8,85,4.11,19,0,0,0,42,14664,4.231929,0,average
6,6,4.13,616,0,0,0,18,15436,4.040555,0,successful
11,10,3.96,115,0,0,0,14,5175,3.870918,0,average
14,26,4.12,437,0,0,0,43,4220,4.109953,0,successful
3.68,4,3.71,42,0,0,0,38,105015,3.789601,0,average
18,76,3.56,120,0,0,0,41,8950,4.274302,0,average
5,22,3.32,395,0,0,0,39,3809,3.58283,0,successful
7,14,4.24,50,0,0,0,43,1160,4.143966,0,average
8,65,4.14,1366,0,0,0,93,20824,4.063725,0,successful
16,14,3.72,18,0,0,0,37,5508,4.322985,0,average
5.74,5,3.9,1179,0,0,0,20,11854,4.094905,0,successful
8,7,3.71,2747,0,0,0,43,65189,4.04964,0,successful
8,7,3.63,2058,0,0,0,43,65189,4.04964,0,very_successful
3,14,3.9,51,0,0,0,41,9395,4.110059,0,average
2.89,7,5,1,0,0,0,37,30,3.733333,0,average
2,6,3.32,121,0,0,0,36,543,4.119705,0,successful
9,65,3.7,162,0,0,0,36,3373,3.96472,0,successful
9,9,0,0,0,0,0,44,246312,4.203725,0,average
11,10,4.03,756,0,0,0,14,8821,3.87201,0,successful
9,9,4.2,300,0,0,0,40,82219,3.590083,1,successful
4.81,5,0,0,0,0,0,47,6,4.333333,0,average
8,10,3.8,5,0,0,0,23,129,3.790698,0,average
8,140,4.17,1910,0,0,0,19,2050,4.167805,0,successful
5,5,2.98,102,0,0,0,20,10320,3.904942,1,successful
6,6,3.98,330,1,0,0,26,1428,4.351541,0,successful
13,11,4.14,582,0,0,0,36,6329,4.162901,0,successful
2.89,7,5,1,0,0,0,37,30,3.733333,0,average
11,10,3.97,212,0,0,0,21,543,3.93186,0,successful
5,5,4.13,103,0,0,0,48,32168,3.884544,0,successful
7,6,3.6,25,0,0,0,127,483,4.15528,0,average
9,8,4.24,192,1,1,0,28,794,4.298489,0,successful
12,11,3.6,30,0,0,0,38,105015,3.789601,0,average
5.75,25,3.67,117,0,0,0,25,706,4.209632,0,successful
11,16,2.92,12,0,0,0,16,18,3.666667,0,average
11,102,4.15,674,0,0,0,41,8191,4.190209,0,successful
11,47,4.39,23,0,0,0,40,7197,4.360984,0,average
7,6,3.83,18,0,0,0,26,75,3.826667,0,average
1.72,2,3.77,30,0,0,0,48,32168,3.884544,0,average
2.9,3,3.89,19,0,0,0,139,163,4.190184,0,average
8,9,3.95,903,0,0,0,39,24564,3.92888,0,successful
2.81,33,3.64,14,0,0,0,43,42919,4.105967,0,average
2,2,4.15,34,0,0,0,48,620,4.220968,0,average
8,7,4.2,10,0,0,0,20,88,3.931818,0,average
5.86,59,4.06,223,0,0,0,41,18877,4.079886,0,successful
11,26,3.95,596,0,0,0,33,5534,3.999819,0,successful
2.67,67,0,0,0,0,0,27,13,3.692308,0,average
11,10,4.05,1479,0,0,0,45,5816,3.936382,0,successful
13,68,3.79,1095,0,0,0,66,24306,4.236691,0,successful
5.65,10,2.86,7,0,0,0,41,17752,3.899673,0,average
8,7,4.04,139,0,0,0,37,12745,4.277991,0,average
14,102,4.18,197,0,1,0,40,17856,4.173723,0,successful
11,60,3.38,37,0,0,0,25,703,3.960171,0,successful
7,23,3.98,2159,0,0,0,40,213709,4.2939,0,successful
11,10,3.86,2102,0,0,0,39,14284,4.025623,0,successful
9,31,3.92,317,0,0,0,34,8043,4.165983,0,successful
8,84,4.19,3679,0,1,0,37,80713,4.187814,0,successful
8,7,4.39,23,0,0,0,20,107,3.897196,0,average
11,84,3.65,31,0,0,0,34,5311,4.034645,0,average
15,13,4.4,10,0,0,0,36,34,3.676471,0,average
16,14,3.44,27,0,0,0,35,572,3.367133,0,average
5,5,2.94,667,0,0,0,25,8740,4.23032,0,successful
13,85,4.11,47,0,0,0,40,9078,3.878167,0,average
20,17,3.2,60,0,0,0,36,64,3.25,0,average
16,14,3.73,89,0,0,0,41,130598,3.946791,0,average
1,10,3.56,52,0,0,0,40,91631,3.837937,1,average
9,14,3.31,3344,0,0,0,33,25356,3.902548,0,very_successful
14,12,4.26,429,0,1,0,22,1178,4.22326,0,successful
6,17,0,0,0,0,0,43,65189,4.04964,0,average
7,6,2.75,4,0,0,0,24,10474,3.908535,0,average
11,10,3.91,487,0,0,0,52,5042,4.146569,0,successful
1.72,2,3.77,30,0,0,0,48,32168,3.884544,0,average
5.67,5,3.63,7242,0,0,0,40,839882,4.10376,0,very_successful
6,8,3.31,13,0,0,0,40,3515,3.983784,0,average
6,7,4.31,13,0,0,0,41,25222,4.001546,0,average
12,102,4.11,75,0,0,0,40,7740,4.227261,1,average
11,59,3.61,28,0,0,0,40,14291,4.184732,0,average
12,17,4.17,18,0,0,0,37,71919,4.385295,0,average
11,10,3.58,483,0,0,0,38,6364,4.132464,0,successful
8,7,3.76,843,1,0,0,37,25752,4.256873,0,successful
5,24,3.7,10,0,0,0,42,35262,3.939482,0,average
4,4,4.5,2,0,0,0,20,2707,4.189139,0,average
11,43,3.28,2521,0,0,0,35,15502,4.115275,0,successful
12,11,4.24,17,0,0,0,36,2647,3.839819,0,average
11,17,3.26,692,0,0,0,37,4830,3.843064,0,successful
